id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
KLHL17	1	0.0057629	0.0019785	0.313768	118	1	-1.3344	0.99424	0.99802	1.0	18394	0	-1.3344
AMDHD1	1	0.0058104	0.0019785	0.313768	119	1	-1.1591	0.99419	0.99802	1.0	18393	0	-1.1591
CDAN1	1	0.0058578	0.0019785	0.313768	120	1	-2.464	0.99414	0.99802	1.0	18392	0	-2.464
C7orf33	1	0.0059527	0.0029233	0.313768	121	1	-1.1728	0.99405	0.99708	1.0	18391	0	-1.1728
VEZT	1	0.0060001	0.0029233	0.313768	122	1	-1.8862	0.994	0.99708	1.0	18390	0	-1.8862
HES6	1	0.006095	0.0029233	0.313768	123	1	-1.0654	0.99391	0.99708	1.0	18389	0	-1.0654
PIK3AP1	2	0.0061093	0.0061122	0.334715	124	1	-0.76102	0.61489	0.56048	0.957825	11350	0	-0.76102
ULK3	1	0.0061424	0.0029233	0.313768	125	1	-1.422	0.99386	0.99708	1.0	18388	0	-1.422
CHSY1	1	0.0061898	0.0029233	0.313768	126	1	-1.3773	0.99381	0.99708	1.0	18387	0	-1.3773
PLXDC1	2	0.0062039	0.0061127	0.334715	127	1	-1.1025	0.50057	0.42933	0.897904	9257	1	-1.1025
AKT1	1	0.0062373	0.0029233	0.313768	128	1	-0.99496	0.99376	0.99708	1.0	18386	0	-0.99496
ACTRT2	1	0.0062847	0.0029233	0.313768	129	1	-1.2289	0.99372	0.99708	1.0	18385	0	-1.2289
PRDM14	1	0.0063795	0.0029233	0.313768	130	1	-1.5404	0.99362	0.99708	1.0	18384	0	-1.5404
TNRC6A	1	0.006427	0.0029235	0.313768	131	1	-0.9252	0.99357	0.99708	1.0	18383	0	-0.9252
TBX1	1	0.0064744	0.0029238	0.313768	132	1	-1.8342	0.99353	0.99708	1.0	18382	0	-1.8342
ACPL2	1	0.0065218	0.0029238	0.313768	133	1	-1.4194	0.99348	0.99708	1.0	18381	0	-1.4194
FGD1	1	0.0065693	0.0029238	0.313768	134	1	-0.69456	0.99343	0.99708	1.0	18380	0	-0.69456
COPRS	1	0.0066167	0.0029238	0.313768	135	1	-1.0103	0.99338	0.99708	1.0	18379	0	-1.0103
CDH1	1	0.0066641	0.0029238	0.313768	136	1	-1.1557	0.99334	0.99708	1.0	18378	0	-1.1557
MYCN	2	0.0066767	0.0065059	0.34025	137	1	-1.1818	0.91478	0.91133	1.0	16870	0	-1.1818
TRAF4	1	0.0067116	0.0029238	0.313768	138	1	-0.57464	0.99329	0.99708	1.0	18377	0	-0.57464
CCDC77	2	0.0067372	0.0065059	0.34025	139	2	-0.84835	0.99326	0.99723	1.0	18376	0	-0.84835
TRIM24	1	0.006759	0.0029238	0.313768	140	1	-1.6972	0.99324	0.99708	1.0	18375	0	-1.6972
MARS	1	0.0068064	0.0029238	0.313768	141	1	-1.683	0.99319	0.99708	1.0	18374	0	-1.683
OSR1	1	0.0068539	0.0029238	0.313768	142	1	-1.8729	0.99315	0.99708	1.0	18373	0	-1.8729
CDC73	1	0.0069962	0.0039135	0.313768	143	1	-7.3434	0.993	0.99609	1.0	18372	0	-7.3434
AAR2	1	0.0070436	0.0039135	0.313768	144	1	-2.496	0.99296	0.99609	1.0	18371	0	-2.496
SPTAN1	1	0.007091	0.0039135	0.313768	145	1	-1.4523	0.99291	0.99609	1.0	18370	0	-1.4523
DPY19L4	1	0.0071385	0.0039135	0.313768	146	1	-0.8768	0.99286	0.99609	1.0	18369	0	-0.8768
RASSF1	2	0.0071493	0.006722	0.34025	147	1	-0.62545	0.7708	0.74304	0.989239	14233	0	-0.62545
KDM1A	1	0.0071859	0.0039135	0.313768	148	1	-1.5323	0.99281	0.99609	1.0	18368	0	-1.5323
MFHAS1	1	0.0072333	0.0039135	0.313768	149	1	-1.5351	0.99277	0.99609	1.0	18367	0	-1.5351
YPEL2	1	0.0072807	0.0039135	0.313768	150	1	-0.91641	0.99272	0.99609	1.0	18366	0	-0.91641
RICTOR	1	0.0073282	0.0039135	0.313768	151	1	-1.126	0.99267	0.99609	1.0	18365	0	-1.126
SYNGR1	1	0.0073756	0.0039135	0.313768	152	1	-0.89639	0.99262	0.99609	1.0	18364	0	-0.89639
C12orf71	1	0.007423	0.0039135	0.313768	153	1	-1.5588	0.99258	0.99609	1.0	18363	0	-1.5588
RAD54L	1	0.0075179	0.0039135	0.313768	154	1	-1.0992	0.99248	0.99609	1.0	18362	0	-1.0992
KIAA0247	1	0.0075653	0.0039135	0.313768	155	1	-1.2219	0.99243	0.99609	1.0	18361	0	-1.2219
ONECUT2	1	0.0076128	0.0039135	0.313768	156	1	-1.2234	0.99239	0.99609	1.0	18360	0	-1.2234
C15orf41	1	0.0076602	0.0039135	0.313768	157	1	-1.812	0.99234	0.99609	1.0	18359	0	-1.812
UBC	1	0.0077076	0.0039135	0.313768	158	1	-2.0421	0.99229	0.99609	1.0	18358	0	-2.0421
DBR1	1	0.0077551	0.0039135	0.313768	159	1	-3.7673	0.99224	0.99609	1.0	18357	0	-3.7673
PUM1	1	0.0078025	0.0039135	0.313768	160	1	-1.7269	0.9922	0.99609	1.0	18356	0	-1.7269
MED22	1	0.0078499	0.0039135	0.313768	161	1	-8.8884	0.99215	0.99609	1.0	18355	0	-8.8884
ZBTB18	1	0.0078974	0.0039135	0.313768	162	1	-1.2085	0.9921	0.99609	1.0	18354	0	-1.2085
MAPKAP1	2	0.0079054	0.0074089	0.366174	163	1	-0.95249	0.76343	0.73198	0.988864	14093	0	-0.95249
PIGG	1	0.0079448	0.0039135	0.313768	164	1	-1.1268	0.99206	0.99609	1.0	18353	0	-1.1268
BLOC1S1	1	0.0079922	0.0039135	0.313768	165	1	-2.1337	0.99201	0.99609	1.0	18352	0	-2.1337
CDR2L	1	0.0080397	0.0039135	0.313768	166	1	-1.209	0.99196	0.99609	1.0	18351	0	-1.209
PDZRN3	1	0.0081345	0.0039135	0.313768	167	1	-1.3464	0.99187	0.99609	1.0	18350	0	-1.3464
MAPKAPK2	1	0.0081819	0.0039135	0.313768	168	1	-1.8402	0.99182	0.99609	1.0	18349	0	-1.8402
TLE6	1	0.0082768	0.0039135	0.313768	169	1	-1.2482	0.99172	0.99609	1.0	18348	0	-1.2482
MKL2	2	0.0084541	0.0079973	0.371921	170	2	-0.86358	0.99155	0.99569	1.0	18347	0	-0.86358
STK19	1	0.0084665	0.0039135	0.313768	171	1	-2.0293	0.99153	0.99609	1.0	18346	0	-2.0293
SMIM1	1	0.008514	0.0039135	0.313768	172	1	-1.1421	0.99149	0.99609	1.0	18345	0	-1.1421
ZNF12	1	0.0085614	0.0039135	0.313768	173	1	-1.0441	0.99144	0.99609	1.0	18344	0	-1.0441
PLEKHB2	1	0.0086088	0.0039135	0.313768	174	1	-1.6444	0.99139	0.99609	1.0	18343	0	-1.6444
CASQ1	1	0.0086563	0.0039135	0.313768	175	1	-2.6156	0.99134	0.99609	1.0	18342	0	-2.6156
NFE4	1	0.0087037	0.0039135	0.313768	176	1	-2.458	0.9913	0.99609	1.0	18341	0	-2.458
SLC50A1	1	0.0087511	0.0039135	0.313768	177	1	-1.387	0.99125	0.99609	1.0	18340	0	-1.387
RBL2	2	0.0087556	0.0079979	0.371921	178	2	-1.1225	0.98738	0.99222	1.0	18265	0	-1.1225
PAFAH1B1	1	0.008846	0.0039135	0.313768	179	1	-1.7298	0.99115	0.99609	1.0	18339	0	-1.7298
SIX4	1	0.0088934	0.0039135	0.313768	180	1	-0.94728	0.99111	0.99609	1.0	18338	0	-0.94728
TELO2	1	0.0089883	0.0039135	0.313768	181	1	-1.669	0.99101	0.99609	1.0	18337	0	-1.669
NDEL1	1	0.0090357	0.0039135	0.313768	182	1	-1.0724	0.99096	0.99609	1.0	18336	0	-1.0724
ATF7IP	2	0.0090389	0.0082605	0.383173	183	1	-0.79058	0.87927	0.87628	1.0	16226	0	-0.79058
AP3B1	1	0.0090831	0.0039135	0.313768	184	1	-0.61634	0.99092	0.99609	1.0	18335	0	-0.61634
NDUFS6	1	0.0091306	0.0039135	0.313768	185	1	-1.685	0.99087	0.99609	1.0	18334	0	-1.685
PFDN1	1	0.009178	0.0039135	0.313768	186	1	-3.5347	0.99082	0.99609	1.0	18333	0	-3.5347
YWHAQ	1	0.0092254	0.0039135	0.313768	187	1	-0.98598	0.99077	0.99609	1.0	18332	0	-0.98598
TBC1D3F	1	0.0092729	0.0039135	0.313768	188	1	-0.87872	0.99073	0.99609	1.0	18331	0	-0.87872
C11orf82	1	0.0093203	0.0039135	0.313768	189	1	-1.963	0.99068	0.99609	1.0	18330	0	-1.963
RBL1	1	0.0094152	0.0039135	0.313768	190	1	-1.6307	0.99058	0.99609	1.0	18329	0	-1.6307
CETP	1	0.0094626	0.0039137	0.313768	191	1	-1.6644	0.99054	0.99609	1.0	18328	0	-1.6644
BCR	1	0.00951	0.003914	0.313768	192	1	-1.4581	0.99049	0.99609	1.0	18327	0	-1.4581
EDF1	1	0.0095575	0.003914	0.313768	193	1	-0.94618	0.99044	0.99609	1.0	18326	0	-0.94618
QKI	1	0.0096049	0.003914	0.313768	194	1	-1.266	0.9904	0.99609	1.0	18325	0	-1.266
TWSG1	1	0.0096523	0.003914	0.313768	195	1	-7.2473	0.99035	0.99609	1.0	18324	0	-7.2473
PFDN6	1	0.0096998	0.003914	0.313768	196	1	-3.2274	0.9903	0.99609	1.0	18323	0	-3.2274
CDK9	1	0.0097472	0.003914	0.313768	197	1	-1.0651	0.99025	0.99609	1.0	18322	0	-1.0651
CA5B	1	0.0097946	0.003914	0.313768	198	1	-1.2994	0.99021	0.99609	1.0	18321	0	-1.2994
VASH1	1	0.0098421	0.003914	0.313768	199	1	-0.87404	0.99016	0.99609	1.0	18320	0	-0.87404
RAB32	1	0.0098895	0.003914	0.313768	200	1	-1.4062	0.99011	0.99609	1.0	18319	0	-1.4062
CAPZA1	1	0.0099369	0.003914	0.313768	201	1	-1.576	0.99006	0.99609	1.0	18318	0	-1.576
COA5	1	0.0099843	0.003914	0.313768	202	1	-1.2339	0.99002	0.99609	1.0	18317	0	-1.2339
CCL18	1	0.010032	0.003914	0.313768	203	1	-1.3218	0.98997	0.99609	1.0	18316	0	-1.3218
GTPBP10	1	0.010127	0.003914	0.313768	204	1	-1.4813	0.98987	0.99609	1.0	18315	0	-1.4813
CLCN2	1	0.010174	0.003914	0.313768	205	1	-1.289	0.98983	0.99609	1.0	18314	0	-1.289
VHL	1	0.010222	0.003914	0.313768	206	1	-1.3947	0.98978	0.99609	1.0	18313	0	-1.3947
MTFMT	1	0.010269	0.003914	0.313768	207	1	-1.1657	0.98973	0.99609	1.0	18312	0	-1.1657
KHDRBS1	1	0.010316	0.003914	0.313768	208	1	-1.6468	0.98968	0.99609	1.0	18311	0	-1.6468
ZNF652	1	0.010364	0.003914	0.313768	209	1	-1.1109	0.98964	0.99609	1.0	18310	0	-1.1109
PIAS1	1	0.010411	0.003914	0.313768	210	1	-1.0434	0.98959	0.99609	1.0	18309	0	-1.0434
DUS2	1	0.010459	0.003914	0.313768	211	1	-2.3623	0.98954	0.99609	1.0	18308	0	-2.3623
UBIAD1	1	0.010506	0.003914	0.313768	212	1	-1.3731	0.98949	0.99609	1.0	18307	0	-1.3731
FUBP1	1	0.010601	0.003914	0.313768	213	1	-1.7931	0.9894	0.99609	1.0	18306	0	-1.7931
RGPD1	3	0.010619	0.017415	0.42423	214	2	-0.25768	0.95578	0.95209	1.0	17636	0	-0.25768
PSAT1	1	0.010648	0.003914	0.313768	215	1	-1.2503	0.98935	0.99609	1.0	18305	0	-1.2503
NF2	1	0.010696	0.003914	0.313768	216	1	-0.68035	0.9893	0.99609	1.0	18304	0	-0.68035
NDUFC1	2	0.010738	0.0099633	0.420048	217	1	-1.1123	0.40164	0.31705	0.860978	7457	1	-1.1123
SHOC2	1	0.010743	0.003914	0.313768	218	1	-1.1792	0.98926	0.99609	1.0	18303	0	-1.1792
SPAG9	1	0.010838	0.003914	0.313768	219	1	-1.5237	0.98916	0.99609	1.0	18302	0	-1.5237
SLC12A7	1	0.010933	0.003914	0.313768	220	1	-1.5398	0.98907	0.99609	1.0	18301	0	-1.5398
PDK2	1	0.01098	0.003914	0.313768	221	1	-1.3555	0.98902	0.99609	1.0	18300	0	-1.3555
GTF2E2	1	0.011028	0.003914	0.313768	222	1	-1.4946	0.98897	0.99609	1.0	18299	0	-1.4946
MED27	1	0.011075	0.003914	0.313768	223	1	-8.0811	0.98892	0.99609	1.0	18298	0	-8.0811
GRB14	1	0.011123	0.003914	0.313768	224	1	-1.5122	0.98888	0.99609	1.0	18297	0	-1.5122
DNAJC17	1	0.01117	0.003914	0.313768	225	1	-8.0456	0.98883	0.99609	1.0	18296	0	-8.0456
EPG5	1	0.011218	0.003914	0.313768	226	1	-2.9022	0.98878	0.99609	1.0	18295	0	-2.9022
XPR1	1	0.011265	0.003914	0.313768	227	1	-1.0375	0.98873	0.99609	1.0	18294	0	-1.0375
VBP1	1	0.011312	0.003914	0.313768	228	1	-5.761	0.98869	0.99609	1.0	18293	0	-5.761
SETDB1	1	0.01136	0.003914	0.313768	229	1	-0.98513	0.98864	0.99609	1.0	18292	0	-0.98513
1-Mar	3	0.011404	0.018201	0.42423	230	3	-0.44724	0.9886	0.98917	1.0	18291	0	-0.44724
TBCD	1	0.011407	0.003914	0.313768	231	1	-2.8535	0.98859	0.99609	1.0	18290	0	-2.8535
TAF10	1	0.011455	0.003914	0.313768	232	1	-1.6456	0.98855	0.99609	1.0	18289	0	-1.6456
PTGIS	1	0.011502	0.003914	0.313768	233	1	-1.4275	0.9885	0.99609	1.0	18288	0	-1.4275
